ax,ay,az,gx,gy,gz,mx,my,mz,user
-0.9331401,2.6384103,10.912771,-0.02321288,-0.14966199,0.5852089,-15.451,5.096,-30.882,1
1.638831,1.1683705,11.122264,-0.23060162,-0.099265605,0.4792238,-6.216,1.44,-34.834,1
0.8750807,2.598906,8.865729,0.5128214,-0.4831944,0.267559,-7.386,1.074,-34.889,1
-1.1923125,1.8423382,7.656657,-0.22143865,0.7339546,0.18081611,-7.498,1.321,-35.194,1
-1.1623849,2.4558525,9.522937,0.03726278,0.4251622,0.45448375,-7.128,1.321,-35.194,1
-0.57760113,1.8106151,10.66138,-0.4456262,0.15851954,0.10140363,-6.39,1.696,-35.533,1
0.36631286,3.1866825,10.58297,0.029626964,0.16218472,0.42271876,-6.056,2.738,-36.151,1
0.94211835,4.332308,8.604761,-0.009773844,-0.44715336,0.4981606,-5.413,2.738,-36.151,1
-0.5117606,2.3906105,9.304466,-0.086437434,0.022907447,0.45112398,-5.11,2.738,-36.462,1
1.62686,3.1675289,10.516531,0.36285394,-0.5360342,0.19822577,-5.43,2.738,-36.462,1
0.5327099,3.0137014,8.124723,-0.5726862,0.12492194,-0.0711658,-6.419,2.009,-36.462,1
1.6118963,3.7110126,9.101558,0.22968534,-0.32436943,-0.11026118,-7.109,1.701,-36.462,1
0.37110126,3.264494,8.732252,-0.5036584,0.77396625,-0.059253927,-7.109,1.701,-36.138,1
0.6410475,2.8113914,9.692925,-0.28099802,-0.13805555,0.0888809,-6.771,2.001,-36.138,1
0.5129577,3.1052797,8.811859,0.09560041,-0.29993483,-0.07360926,-6.451,2.676,-36.138,1
0.56982,2.4139538,9.390059,-0.008552114,0.10354166,-0.026267206,-6.451,2.676,-36.138,1
0.44831428,2.5797524,8.76996,0.13103059,0.03848451,0.07147124,-6.451,2.676,-36.138,1
0.84335756,2.9508536,9.056067,-0.20189096,-0.14569137,0.13316862,-6.143,2.676,-36.454,1
0.6955156,2.8688521,8.920197,-0.11789699,-0.10323623,0.0015271631,-6.143,2.676,-36.454,1
0.8702923,3.044826,7.9571295,0.3539964,0.46517387,0.029626964,-6.143,2.676,-36.454,1
0.17417817,2.6635494,10.287286,-0.2761111,-0.28496864,-0.15699236,-6.143,2.676,-36.454,1
0.57161564,2.5971103,9.5798,0.02565634,0.1432479,-0.10751228,-6.143,2.676,-36.454,1
0.7068881,2.697667,8.217499,-0.080634214,-0.06841691,-0.00030543262,-6.445,2.676,-36.454,1
0.55844754,2.633622,8.631097,0.081855945,0.516792,-0.09743301,-6.445,2.992,-36.454,1
0.7966706,2.8048072,9.5732155,-0.18020524,-0.21319197,0.22449298,-6.076,2.992,-36.454,1
0.88765025,2.8790276,8.192958,0.23518312,-0.09132435,0.22235495,-5.769,2.992,-36.454,1
2.0913353,2.6725276,10.465055,-0.058643065,0.15699236,0.2996294,-5.769,2.992,-36.454,1
-0.45070848,2.5210943,7.6907744,0.39645153,0.32711834,-0.40103304,-5.45,2.992,-36.795,1
-0.43275195,2.0620062,6.547543,0.112704635,-0.4343252,-0.3118467,-5.114,2.659,-36.795,1
-0.24301147,2.6952724,7.4842744,-0.5332854,-0.8170323,0.12003502,-5.972,2.325,-36.795,1
1.9297266,4.9799395,11.064803,0.5885687,1.0164797,0.23884831,-7.244,2.012,-36.474,1
1.1558008,2.939481,10.746374,-0.3866777,0.2666427,-0.226631,-7.595,1.661,-36.164,1
-0.23882163,2.48578,7.8571715,0.28863382,1.3041973,-0.18142697,-7.557,1.339,-36.164,1
1.988983,2.9442697,7.5507135,-0.26542094,0.024129177,-0.19394971,-6.408,1.019,-36.492,1
-1.134253,2.047641,10.809821,-0.46883908,0.689056,-0.16310102,-4.824,1.019,-36.853,1
-0.93493575,3.0364463,7.9972324,1.4776831,-0.679893,-0.18325958,-3.894,1.319,-37.168,1
-0.038905777,4.016872,6.5110316,-0.09682214,-0.47433686,-0.022296581,-3.894,0.439,-37.168,1
1.174356,5.430648,10.00477,0.9477574,0,0.23732115,-4.994,0.08,-36.846,1
-0.8619126,1.3221979,8.349778,-3.0155363,0.8979719,-0.1020145,-4.994,-0.282,-36.846,1
0.9756372,0.7727286,9.944916,-0.7089091,-0.002443461,0.9108001,-5.299,5.747,-36.846,1
0.40222588,1.851915,8.851364,0.72051555,-0.14569137,0.23518312,-6.016,4.739,-36.846,1
-0.12808979,1.751957,11.097125,0.87964594,0.8866709,1.9669861,-6.332,5.128,-36.846,1
1.1641805,3.4033577,9.351153,0.39370266,-0.2049453,-0.4792238,-6.332,4.096,-36.846,1
0.54527944,2.2852654,9.921572,0.39400807,0.15882497,-0.27275133,-5.656,2.122,-37.159,1
0.2172738,3.627814,8.189367,-0.56779927,0.49021935,0.24953845,-4.957,1.28,-37.159,1
0.6781576,3.3183637,8.88608,-0.18234327,-0.36041048,-0.10048734,-4.586,0.907,-37.159,1
0.30885202,2.9825768,9.485827,-0.0143553335,0.05009095,-0.036957346,-4.284,1.24,-37.159,1
-0.0796072,2.630629,8.95611,0.08735373,0.007330383,-0.034208454,-4.284,1.589,-37.159,1
0.219668,3.17531,8.740632,0.16035213,-0.0027488936,-0.028710667,-4.612,1.589,-37.159,1
0.044292733,3.071761,8.850765,-0.24007004,0.12064589,-0.00061086525,-4.943,1.589,-37.159,1
0.20051439,2.7371712,9.099762,-0.32253686,-0.04062254,0.03573562,-5.258,1.91,-37.159,1
-0.17058687,2.4187422,9.427768,-0.59223384,0.2657264,0.019242255,-5.561,2.575,-37.159,1
